views,likes,comments,watch_duration,shares,title_length,description_length,edge_intensity,color_histogram,spectral_entropy,audio_intensity,engagement_score
50,8,3,58.80883658255592,0,77,508,0.1855015181086621,0.8351064334845586,0.5419828394785333,0.38012534334519543,1
52,10,1,59.627781225634564,1,72,271,0.11600437128091313,0.9487013879448951,0.424335303183119,0.5352094933357984,1
45,13,4,63.33417505835631,1,83,681,0.0645050783357985,0.47722561611514075,0.34469659903837524,0.9390966772001149,1
41,8,3,55.66163249054267,0,78,356,0.3505295999528904,0.9271616601664163,0.6074771281326283,0.09904209864758251,1
30,3,1,84.08739343333505,0,19,45,0.15260958437505265,0.6926132785716688,0.5356131866240872,0.09919860286533844,0
37,5,1,85.90803848781998,1,21,77,0.27877516922536605,0.7942979461965752,0.612113825489098,0.3141421698402902,0
58,12,2,58.18184083631053,1,42,55,0.5438266095318651,0.6762712988858186,0.48745171382785213,0.5109956052424816,1
58,9,2,52.68744988189236,2,7,256,0.1320802399898747,0.6759297612494406,0.5267030949846714,0.08135258949254565,1
50,6,7,69.79991628045296,0,23,522,0.23656243482134093,0.9199109629346063,0.49524063722670564,0.11046459010129217,1
62,14,3,89.95282955211096,1,65,855,0.0669031694388136,0.7910627876881402,0.5758771035762065,0.33064475448956976,1
54,13,2,100.0,0,25,755,0.17793588696800267,0.8200839533088341,0.515550350729354,0.5621224813999004,1
49,13,1,59.881315014542054,1,58,694,0.24993964075135275,0.5816185879430571,0.7189826554211955,0.8260068010165638,1
48,12,1,35.875603822846806,0,58,822,0.4662400515849636,0.8812970687438951,0.6452528175146826,0.39872361538911494,1
46,8,3,47.687780582596545,0,5,544,0.1289023156850573,0.1410881062321499,0.43058774056949506,0.37895204298751606,1
46,11,2,43.26311756797759,1,92,254,0.09910590792671171,0.8754291722858757,0.3713211423358429,0.4249313320739402,1
61,13,2,76.25259327767962,0,22,455,0.0855380649118557,0.6158788486733172,0.5749245948131089,0.5374877176679794,1
51,5,2,71.46291719541397,1,85,256,0.09981437088845894,0.80687838531257,0.36002623389705146,0.5135355130872241,0
50,9,1,73.25785787271772,1,36,875,0.6178265116617419,0.746255696057993,0.5241130867863307,0.29239254764151856,1
51,6,0,86.88895686979069,0,97,356,0.15279562752895798,0.9134477265195029,0.6881469739921883,0.6308786979220312,0
51,6,6,94.43408350875644,0,70,416,0.7216087496072312,0.8971927241869322,0.47128035997612344,0.5637339595773793,1
52,6,4,82.64433702650757,1,68,342,0.5797854399813442,0.5208535690449351,0.36072615084112203,0.7175758181070412,1
56,17,5,81.02789938601155,3,71,184,0.2427235216615636,0.7144480879639261,0.5295589932196025,0.9862736295682875,1
56,14,2,47.88912580313359,0,64,223,0.2217823155237523,0.7592141149571964,0.5588703867413869,0.13618150726025802,1
42,8,4,62.37108446097524,0,11,36,0.17874953114242234,0.7354052089853523,0.34231568057465334,0.32501732580961173,1
46,7,1,90.77232386961174,2,26,356,0.3021059273108844,0.8327111424608077,0.5708766164978916,0.7780467322464034,1
51,6,2,61.75509493666846,3,42,667,0.036132752618376035,0.7131025379081709,0.5431069773362077,0.029828339749757626,1
53,10,1,86.58331550105243,0,76,865,0.33842002497999224,0.7910855378665888,0.572332361860399,0.9129032932616689,1
56,12,4,71.85071149386853,0,72,444,0.1782946651206742,0.8735591095127004,0.40889829381010473,0.9506767512598026,1
46,11,2,81.74778899633203,1,25,379,0.3053790436098878,0.8555413430977608,0.3774244420979599,0.00600943035307322,1
41,4,2,56.92240973327088,0,41,972,0.2057701730691317,0.8886472133690386,0.5295011986743228,0.7224522992140942,0
36,7,3,81.44700900619749,0,83,850,0.5423810995072716,0.6358170346957428,0.6224087443629741,0.9371686908417499,1
58,18,4,60.40783778974027,2,49,33,0.6492583802718487,0.8503431340204753,0.5225631925685759,0.6808489151852528,1
53,7,6,73.45818263476917,0,96,293,0.40982056904242464,0.8246445427212483,0.7946020871435328,0.8137454258285103,1
54,10,2,69.5635384054383,0,62,499,0.12906592096089856,0.9007620517742088,0.5868694991906563,0.5257974725589036,1
52,9,2,87.88057154524071,1,46,745,0.23568923248295287,0.798185118809278,0.6070659506912178,0.5318488763379697,1
61,9,3,82.48108942640198,0,51,994,0.12485181085691185,0.38615020826660207,0.3153818429941926,0.021523559105514845,0
40,10,2,43.51434094768687,1,73,803,0.15558819288573394,0.9495554234202048,0.46012018617843575,0.040465813011970275,1
58,13,2,57.84399794605395,1,37,176,0.5124881397174279,0.8974482925026792,0.48381541058101174,0.6070689239129822,1
42,8,1,60.46161546930425,0,64,22,0.5039652605632221,0.9321646849765158,0.7357331794212562,0.5315507821547873,1
50,9,4,80.37609190324736,0,8,833,0.44137631083935536,0.7829575123007189,0.5932208856285079,0.3001160749028474,1
47,12,2,62.56958709255955,0,73,711,0.2261556680583165,0.6921482886796706,0.4758682647855022,0.5416406686021905,1
46,6,3,53.65952173453847,1,57,167,0.2844222417701196,0.5969340468072745,0.3965111001184709,0.1431379616401991,1
46,6,1,49.53028953662619,0,71,697,0.20924592017032695,0.771721217686657,0.48756295213533357,0.7087061060984311,0
53,15,2,80.91030383062161,0,59,927,0.21350712270990319,0.9082805284704574,0.6379682610892526,0.5924897704433963,1
40,10,1,38.896973033629685,1,89,310,0.195601709289197,0.5585074738995186,0.3827392801019574,0.7577717037508831,1
54,13,2,85.82705695430973,0,74,421,0.4922882955458424,0.8724887717896338,0.4666616554259621,0.7084803541125413,1
43,9,0,50.696321591056744,0,79,366,0.417971118402698,0.5395075505666334,0.4993689581538265,0.4988630339919381,1
48,8,4,63.284234370680835,0,93,679,0.38720684203007105,0.9063838235503611,0.3493881417587017,0.5746931109360982,1
40,12,4,52.47244645575727,1,12,281,0.3883496387994943,0.691579682047944,0.5455306449353328,0.7170630924674866,1
46,9,3,56.21265137921359,0,57,72,0.059200134316211774,0.9406707132167564,0.5321503240037115,0.9683561820738713,1
57,10,2,66.64875694143122,0,96,322,0.2663803785087511,0.6556215558567328,0.614689906203394,0.9536172804602749,1
52,9,2,67.94905595771682,1,69,379,0.08072268631517752,0.6738993265712553,0.6457441890708545,0.25003263635166206,1
51,5,3,46.8048162964046,3,57,618,0.38575222996806857,0.29584652752000573,0.49829044169302583,0.9687004538851615,1
50,8,2,63.919453954101904,0,30,882,0.10057174935273432,0.5737268252249812,0.6441320942666198,0.5913307748506755,0
44,6,2,71.54850175960306,0,72,986,0.23386305269433585,0.8838941057279907,0.3918561229957115,0.7552138368281738,0
41,5,4,77.01927707147318,0,28,663,0.31002771135865514,0.8780312552816707,0.48314060625759525,0.9474480019203305,1
48,5,2,39.36372301994513,0,51,102,0.40725198199294105,0.7138153184563315,0.4122238041085976,0.7480971146155451,0
73,12,4,62.817409373908674,0,28,403,0.39801221623319505,0.5697131742461814,0.44554509149978716,0.1415375957385444,1
60,8,6,39.19573117080692,1,51,47,0.2514659452710837,0.7324823256722824,0.6299198066697478,0.13058179150838933,1
50,5,2,62.37647903680929,0,35,851,0.23504067838007123,0.8534580735345448,0.525654701341753,0.5995176338090537,0
51,7,4,63.54305801115332,0,62,170,0.3937788039300735,0.8146850231933068,0.5889894480577282,0.4849139656171697,1
47,7,3,79.43713844750054,0,77,106,0.1514517101308158,0.8845108169421837,0.6327094237923987,0.46262194981227067,1
47,9,5,84.60138195142298,0,53,129,0.24010582774171568,0.8790699571191651,0.6982637123078881,0.04161430132086641,1
34,7,3,54.67314685694361,1,62,343,0.19080455703714158,0.9001842041120486,0.380067779619651,0.8116269488467308,1
45,8,3,74.41393558707121,0,55,563,0.2432893999072428,0.6523714931174653,0.6072930924143359,0.725563243405107,1
39,5,2,79.82516326137223,1,19,836,0.49448810129946164,0.3718272335325127,0.4746336019280418,0.03544085693231569,0
48,14,1,58.794262014442495,2,33,541,0.7632658524136949,0.7438949959580476,0.48721503935896016,0.3051522189432463,1
43,9,3,81.59508233956083,0,78,271,0.24901213520111823,0.5557558549157305,0.659482523430112,0.28380361397504084,1
52,12,2,72.03951063176152,2,81,826,0.08068232750645443,0.7806337100761538,0.5303371783978109,0.028937942075965006,1
49,11,2,65.89815399849071,0,70,564,0.23795784756855046,0.8074695945078647,0.47888432034502826,0.14806849288727197,1
43,7,3,72.12643346138789,0,82,731,0.2563033211483934,0.6132031380158808,0.5242292761726796,0.09942917835888998,1
67,14,4,46.296973244745104,0,45,420,0.5567091792275246,0.927550088789349,0.49393014979305927,0.5722965308644852,1
60,13,2,72.10695886778446,0,84,758,0.07101247646676227,0.42437596265330796,0.5156662489175785,0.5197116493242212,1
64,11,2,57.31294950506776,0,63,681,0.25046478143933204,0.8287401839724534,0.7178829273555896,0.8802432306399918,0
47,11,2,70.43242308134833,0,72,54,0.32894637916844605,0.8234530646868713,0.5688803624394198,0.8260944261145379,1
55,13,2,63.91270361606108,3,90,575,0.0918534167103606,0.8807898019261141,0.432153359382575,0.07044649594816255,1
50,9,1,74.32588320017507,1,34,333,0.3489719756963826,0.8006880746173758,0.6528128084824436,0.8505827923686885,1
47,4,2,87.878040546915,0,89,888,0.2363788070637362,0.753852275211625,0.4450071207208411,0.42169252616763475,0
51,9,3,71.90708383729154,1,12,677,0.40728115290745265,0.754853981907934,0.5121670648964012,0.7370767230305212,1
55,8,3,85.00678574238498,0,66,875,0.2712933224500241,0.866709145220629,0.4735222016036924,0.7300088788841812,0
56,8,2,54.656178254349626,2,19,836,0.47891445858579346,0.681276485255077,0.399518824386483,0.901840546437639,1
55,10,5,91.50519801546137,0,78,361,0.2783327357217528,0.5840543341790719,0.5509781959475557,0.927626986673323,1
55,9,4,54.809033117447115,0,66,63,0.27090228609782757,0.8363933312097087,0.4066851822077641,0.10706413349492261,1
49,14,2,51.19842453664869,0,54,147,0.32728142410626426,0.4714718185043274,0.6599001099093486,0.907259877136128,1
31,7,1,65.87754845734575,0,84,460,0.16857720802752788,0.5493583762540902,0.5825069179830666,0.8206585661300433,1
52,10,4,63.333101829531294,0,83,824,0.4971920075291295,0.7462196355575841,0.5125621771217108,0.11621227288743508,1
47,4,1,46.27010372564057,0,43,765,0.28202073075909734,0.770219389392235,0.3523197488542812,0.8091493880879838,0
50,7,3,53.082339038217626,1,5,87,0.5434578161762531,0.4732250254158885,0.4722603007343535,0.5006093489989133,1
48,12,0,16.086136901126224,0,7,28,0.08472223286585691,0.5246176614269028,0.31048341498440457,0.25430938199551123,1
50,9,0,49.7317008767848,0,57,916,0.13759505441559133,0.8307122902381057,0.4445041704208916,0.07601575450167275,0
44,5,4,60.1023958816301,0,21,911,0.17117418607008666,0.28075214146789124,0.4441385122849188,0.42070093294164035,0
54,14,3,92.3477143878775,1,59,776,0.24480354250996753,0.7063063312140672,0.5420868650996151,0.5025806323884675,1
51,9,2,80.69560060432488,3,16,415,0.10365665385817023,0.6560316913002964,0.504534771040263,0.288893568637157,1
60,11,4,74.85249957758299,0,6,663,0.14048993312910862,0.7304903801770133,0.35876190394276264,0.6466904762812475,1
46,15,6,100.0,0,39,983,0.7597297773387095,0.42626425578675214,0.6352468035044457,0.8194911329243624,1
57,5,0,43.11371253714708,0,79,988,0.1748018290111524,0.7581084066407029,0.4952047148730765,0.4812211189772002,0
62,14,0,68.98450545295098,0,31,869,0.3788543669431825,0.8678455885723516,0.3753300708327962,0.655212282051374,1
46,14,4,100.0,1,62,801,0.517299004375318,0.7373508379331851,0.440912827870671,0.9597327897495991,1
55,7,3,62.389853393289016,1,23,861,0.3304259738649355,0.8911712269253704,0.39362407877438416,0.39732279686610006,0
68,17,6,57.583301281004616,0,24,973,0.4081720309833895,0.6004034863337404,0.44742126616540184,0.5167314948656054,1
44,8,3,82.26007179079694,0,79,37,0.22465434888135044,0.6853090935454872,0.46612695850166785,0.8338909893628147,1
44,12,2,61.64921451739372,0,32,77,0.2927131159695422,0.5257394591860487,0.4237486332853316,0.8847478412799223,1
61,11,1,88.88950360490333,0,21,771,0.30233771097298584,0.561371823398014,0.5042241960552875,0.6943098830414917,0
51,17,2,82.47236285834482,0,16,941,0.147825222112817,0.8457375215741784,0.5086799522653238,0.7304668943203799,1
45,10,3,67.14264019717764,1,73,494,0.4487012612999039,0.9495363840277792,0.514585724219276,0.9047847319696944,1
55,12,2,84.70859235883353,1,43,294,0.0768182462256852,0.708802211164524,0.4328438657060973,0.15448674574578836,1
49,12,3,66.46678395478291,2,30,682,0.05716339752393368,0.6585266390625348,0.6572581052009254,0.47782411902419486,1
46,9,1,71.99068563123942,1,91,843,0.5458940226837317,0.6707139566052013,0.41022309061642936,0.8730814502699371,1
43,7,2,78.77864554275257,0,80,353,0.16494274499460787,0.8402087791934466,0.5126620632311497,0.6839254072925338,1
31,5,0,64.1569474977207,1,70,977,0.263732664491135,0.8578405726153366,0.5273716846191413,0.7944198202136677,0
53,9,2,92.65432868819228,1,75,474,0.3697042793868584,0.5750314077570607,0.400823884282415,0.5140623379281962,1
37,8,2,71.04977936316916,2,16,84,0.28739328926896823,0.6491429151988054,0.4326170334180021,0.9347445190873331,1
51,13,3,74.34471743375856,0,79,626,0.2665466677926928,0.8908199725087887,0.5145635138999488,0.02415278933705145,1
48,9,2,50.2541427377608,0,28,231,0.163765196146148,0.7472481837045266,0.5519727329525407,0.8438281578439905,1
41,7,1,60.33187095483114,0,89,446,0.14380007936601238,0.8805980103954992,0.5084371010669022,0.7986027963481489,0
68,16,2,72.4432613018982,0,91,362,0.1532460165258526,0.8971174277024251,0.5122506187166671,0.4104619193160919,1
50,8,4,83.0310285978751,0,80,238,0.37164919447435024,0.5537007517167262,0.5669877183883114,0.7564326032895602,1
34,8,3,91.19396255538014,1,68,700,0.0641939581894927,0.6159919300709782,0.35522968097471463,0.0820754243351074,1
47,6,2,54.08980148216912,1,49,562,0.28968378120001753,0.6939768718123057,0.5303703003208131,0.6841697608195785,0
56,8,2,57.60072629398884,0,32,621,0.2242928853403247,0.8574350127068081,0.543941155223783,0.33074751420169224,0
40,9,2,51.55226324116905,0,41,901,0.6079104513111104,0.8555011371069424,0.5006675140515947,0.010933286633601491,1
48,6,2,77.40419186558927,2,69,791,0.08823229819740867,0.644155987962992,0.5724015734105072,0.7833374409908367,1
49,7,3,91.19994048068182,0,74,915,0.34169809114439326,0.7082181127388419,0.3778498933702262,0.1844584669609669,0
50,11,2,67.63040228574056,0,8,509,0.30831722390790467,0.7011383845213613,0.4959829423156148,0.7504817888669038,1
49,9,4,70.87561613388723,1,62,945,0.04868971148617166,0.7703969380361619,0.4200146435690482,0.44957332361985314,1
35,7,1,71.98795540632845,0,46,614,0.430199991059358,0.9210367182112172,0.5306442313324673,0.8825603402147764,1
47,15,2,62.96394798540471,2,66,882,0.1806628437374403,0.6463892566626729,0.4623772188375216,0.47845792100576545,1
64,14,1,51.68037558619413,3,17,609,0.16838263996707353,0.5627206899075607,0.3443306268322103,0.2792320315052408,1
45,10,4,85.89944185815267,1,23,766,0.2754852685383341,0.8778888336797007,0.49493764158689635,0.746393397181045,1
47,8,3,72.31379785299175,0,89,266,0.3517268202869461,0.8994502413218444,0.5535167805025318,0.530031856071962,1
44,10,1,61.77729090219002,0,65,954,0.21979674902451707,0.6457625594489511,0.49938515198536554,0.03466078765051084,1
34,2,3,100.0,1,93,193,0.13013942262431133,0.7287422975448462,0.4627594930936275,0.43047241304527994,0
43,9,3,69.95746917345917,0,91,323,0.1184957013962686,0.798152949217561,0.4370844759810315,0.9664959320212486,1
54,7,2,44.31969638631375,0,91,694,0.22064118440219926,0.7823387283447552,0.5972251732618136,0.08206930300550275,0
55,9,7,79.82213295004547,1,10,80,0.3215975704606277,0.8938990643888395,0.545066723473192,0.7586353829140184,1
62,13,2,42.37687304802094,0,22,997,0.19880420123917897,0.736411259441909,0.5863023151318257,0.12610342850544554,1
42,9,0,76.99017778404964,1,7,280,0.33616395783085085,0.7464580310914137,0.4682255528323275,0.8385696021213608,1
47,9,3,76.59196759938224,0,44,933,0.21009153709258657,0.8500077226027652,0.7416125516866259,0.29936223977293863,1
43,8,3,90.6983022083455,0,38,873,0.4137902671655217,0.6330454580023734,0.6244446222216977,0.25681684560001417,1
50,10,0,54.96536701449671,0,74,438,0.1394494052305317,0.7915505530120921,0.44486123788815557,0.5497659126102352,0
48,11,4,65.5950632154828,1,38,227,0.22423797192991932,0.7253019108733143,0.5764586961194489,0.5678288903856603,1
54,5,4,68.96388806244134,0,49,71,0.08285830777333385,0.8514121287136531,0.47344565284015866,0.30730055294180925,0
44,8,4,82.98633988482986,1,70,450,0.36406300084688054,0.5992327474145751,0.4802076666172943,0.20126433916137598,1
55,5,1,76.51364486203832,1,83,639,0.2380092356900973,0.8518483286228786,0.6025656923307927,0.1550991466319056,0
52,9,3,77.78189135215216,0,99,263,0.15795345630782365,0.8803973935531632,0.47063890118017604,0.19145570708412052,1
46,9,1,88.28238982121866,0,47,800,0.6444211986406392,0.8914419055037305,0.4826232583083396,0.7285972687676442,1
63,8,3,66.66775540630667,0,56,897,0.10146915553738224,0.41823175229596404,0.6493588493226774,0.6151716962064259,0
49,10,1,91.94089344289968,1,6,514,0.20265065831642404,0.6993026330504785,0.36529041090220976,0.9563491141216292,1
57,16,2,68.6749638434424,1,97,552,0.3787663845785832,0.3116203723955949,0.38426946419586394,0.8275823897127351,1
55,12,1,83.43191656583697,1,12,692,0.1843808187635434,0.7795517728476727,0.6405911677231378,0.05236894385320867,1
43,11,1,62.567291648404634,1,8,613,0.42463499195615495,0.3729478192205413,0.4035608697874409,0.676990877297352,1
51,11,0,78.92546637143738,0,69,304,0.3576689613265421,0.5161160143982828,0.4265353541457531,0.4771649421709673,1
53,14,2,87.37226710034687,0,63,490,0.4795854003830581,0.6750242536974972,0.5263389487948734,0.46385781548147476,1
41,6,1,53.76891512948527,0,69,458,0.3914169608408008,0.6869343043321995,0.402071161251343,0.9418179399087613,0
52,10,3,84.16524723118044,0,33,75,0.31105920773949736,0.4830385228060952,0.5294550161260717,0.15361898815578734,1
59,12,3,72.68133583671793,0,48,570,0.22465685912617156,0.8052167973687067,0.5022972548967796,0.475935198337586,1
39,11,1,100.0,0,42,395,0.23501961545981673,0.6583118467731215,0.5340223925441319,0.9164570272560362,1
51,9,1,66.04159987016726,0,93,655,0.5921254592531024,0.9639159088144487,0.5502547578208424,0.24138210605325683,0
48,2,3,74.40241344743528,0,22,313,0.20530100294716583,0.8227710253530441,0.4728007339085794,0.04289226428484516,0
57,18,3,67.65889796784242,2,80,69,0.25393065810679716,0.7389174001156041,0.35918976132294295,0.9520485928250234,1
45,4,0,79.9426211291001,0,15,895,0.27062018153499134,0.6219284818730235,0.4781951095095288,0.5187969632238549,0
43,6,6,37.25199456125653,0,9,249,0.324433780522016,0.5042130017666919,0.4163645400299991,0.492829680675519,1
57,11,3,48.844308868024754,1,65,953,0.1294467933063109,0.8057183053742712,0.3447199376366159,0.4616623424964543,1
56,11,1,80.0284754982229,1,11,883,0.06413092869198282,0.8987356538629948,0.4991288457148375,0.16482303289452338,1
46,12,4,70.39781019871101,0,63,712,0.17057289606686685,0.5792577007485255,0.4592626157225125,0.7242064562355488,1
49,9,4,39.948123745338755,1,57,743,0.1817296190458567,0.7977217435591246,0.5558012962182203,0.6557389435736446,1
61,12,3,60.48902580482257,2,41,474,0.11795800879761219,0.5571769040646924,0.6507739644139225,0.6602243163897955,1
38,5,4,64.10752360803693,0,65,53,0.2017650944535595,0.4025300736764782,0.5977723587149072,0.13903653692425633,1
41,9,0,62.72357727665753,0,39,658,0.27914276475756544,0.6051472455221295,0.42183771015755656,0.7711367660768689,1
59,11,6,83.97333594924937,1,37,141,0.38889293991419444,0.9336086248883375,0.43245839315683365,0.2613146532397458,1
39,5,0,88.8454066366215,0,77,448,0.10448091170224554,0.9310274177287158,0.44935842245615315,0.6380912690330631,0
43,13,3,36.43186363957323,1,21,453,0.49021225457183276,0.8287905114322589,0.35499774601462375,0.9292085202982637,1
46,6,2,68.20777494229364,1,64,838,0.33432626351246836,0.7776494141285814,0.6207505054040817,0.5564763724386917,0
58,13,0,71.7062226301958,0,51,139,0.3253847638125635,0.7862132532243397,0.4358172798587793,0.07115863761728092,1
53,15,5,47.77555905832021,1,71,358,0.24126739397200875,0.746413350703681,0.49348492316528125,0.43549793023261685,1
47,7,1,88.79675282695928,1,21,150,0.3804825831098721,0.9325351252300836,0.5147792576272027,0.49287686291535704,0
56,9,5,75.5647523573525,0,81,537,0.15867407322222615,0.7960963145470296,0.5769029342634286,0.31708943396908806,1
47,9,2,82.75770078778461,0,7,118,0.11657708048710558,0.685088151693615,0.6686670508770065,0.3740649651238743,1
53,9,4,63.31313190942129,2,87,356,0.1372968126191345,0.74326425400551,0.6489892836042409,0.1529520704471009,1
49,12,1,58.316130565798055,0,41,823,0.10921656786605151,0.7555554382379513,0.5190168272590593,0.40290429971245,1
50,9,3,61.458622990521064,1,50,451,0.48416307802927033,0.6990002091716109,0.35161944831660846,0.6567134881923159,1
42,14,3,68.34952824601892,0,74,317,0.3373479722060906,0.8125858719885642,0.40684557731770454,0.3243401712789503,1
52,14,3,63.61739392600007,1,38,374,0.3793232056958225,0.6748761778837148,0.6437159558072283,0.8308860616095939,1
53,14,2,83.58334594522809,0,43,947,0.3664879138190271,0.6764278905296659,0.48472817114491934,0.34729916595074994,1
52,6,1,100.0,0,82,523,0.32504682112616423,0.5604670035222665,0.56889002382007,0.4697228523144138,0
35,5,1,78.73841466358962,1,16,890,0.41385042925155474,0.726833193934215,0.5340215105965591,0.42738755333520595,0
56,8,4,40.79133029271691,0,32,510,0.3385717465680743,0.38688860607483944,0.33955054087593195,0.04455197060404825,1
52,12,3,72.32608227418814,0,43,714,0.28183692091775736,0.7030236475609137,0.26240187581418545,0.6889486682730291,1
43,3,2,52.183016097598596,0,70,777,0.25078051135804735,0.6899990086795402,0.5746309051574205,0.7944501120564542,0
54,13,2,63.88491187644686,0,43,75,0.09683149066477022,0.8834011514731873,0.5693887443917526,0.8556411684708676,1
58,12,2,69.46570006419417,0,42,602,0.450706736054657,0.787133355329064,0.40995868199523944,0.35324102428632453,1
58,12,3,66.11287725041643,1,93,256,0.4454347892759643,0.6851492657496445,0.5310376345169289,0.532210664746357,1
38,8,0,54.47428894402029,0,95,37,0.22096443645261524,0.9238010860155261,0.5108429815176847,0.04396538315546217,1
42,9,1,77.82909255548165,0,60,996,0.33435090351245883,0.88114212920295,0.39015638096467686,0.40982343740314453,1
48,7,1,40.09168099584987,0,38,975,0.27839351336958784,0.6320835846373919,0.28582169948282277,0.4617816120980983,0
46,8,3,75.79535527359775,0,32,820,0.528488513181716,0.5889757205404977,0.33395573757347363,0.7376277279894156,1
45,9,2,56.469444152478914,0,66,842,0.30687885382522184,0.8734001370477744,0.4459455411103227,0.660517960027525,1
49,11,2,74.1804755830681,1,50,792,0.6357480454847243,0.6977653939398669,0.4904501253247421,0.6012197638457777,1
48,8,0,49.82970947411489,0,31,949,0.4268136441251667,0.8561480560755882,0.3459067166255129,0.5940166822510226,0
45,11,1,73.47237560439173,0,77,955,0.3180522938438132,0.7724780079613249,0.5844928028416287,0.4077227475172671,1
54,13,1,90.65970111370751,1,97,961,0.10236449892863124,0.807280592531128,0.5713465442219683,0.19376035250589196,1
57,10,3,61.07966854707904,1,76,862,0.04982828400641518,0.8278154464529307,0.7037417504061174,0.22280586256094526,1
42,9,1,60.75068389841927,0,56,100,0.22871406533267413,0.8625424168036646,0.5128751016888569,0.6553260305870674,1
53,9,2,76.48749206904951,0,6,506,0.06432702469224169,0.6155851733580763,0.4401088525514766,0.031239828478516474,1
56,9,3,73.16604316398103,0,85,426,0.7229218079255538,0.550585116216789,0.469968766067778,0.5932121406962004,1
37,9,3,49.273987571850284,0,40,277,0.5061621077601413,0.6530940605295426,0.5829395016953944,0.11985294157403525,1
39,14,1,86.61440688256556,0,82,51,0.4658576870145605,0.9196893955076073,0.3210941417050734,0.2613723580487991,1
49,10,1,82.13423426643104,1,27,586,0.25329955678361504,0.6400348447335475,0.2750457512031036,0.8430556533345094,1
59,16,1,89.23136080647024,0,5,730,0.35666568433062473,0.5322618640678657,0.36723128771199065,0.11831521226643937,1
54,12,2,78.1885222805926,1,69,162,0.2336605023499224,0.49924959939477714,0.4333567191092011,0.38696107163205673,1
47,10,3,98.31715368226088,0,71,99,0.20808326243897038,0.7911314565846054,0.4930441693144433,0.40381754060170094,1
41,8,3,41.91085280143967,0,91,289,0.1400402527294426,0.7651277622329204,0.6701402432137302,0.6916048748393907,1
54,9,1,92.85870623329154,1,32,323,0.5353307763625764,0.8331232666708825,0.6613026438530668,0.2804424704534676,0
53,7,1,64.15117938182273,3,84,377,0.17003492323683286,0.8736483509827294,0.45087020730256316,0.45480493493555285,1
54,10,2,61.8404653127135,0,97,425,0.13556610980174186,0.7437999353874885,0.6224572375535127,0.008439555882587046,1
57,12,1,59.28321542228139,0,36,637,0.42553020326348057,0.5470990224207929,0.48497563245447234,0.9896011836439069,1
51,10,4,77.6402574879392,0,27,938,0.25263324023471506,0.9061354535130589,0.36172045532617636,0.6276454097227747,1
42,10,0,82.00364893614957,0,51,809,0.49598070298925323,0.6518606286870743,0.4330038857069919,0.4199887423742412,1
57,9,4,63.00485042145349,1,51,166,0.34221126875190566,0.7973820996167633,0.3721864097095454,0.5021349329457533,1
49,9,0,74.10367040423186,0,50,852,0.35721561785818895,0.7162597468038372,0.5467645120385085,0.436818779921446,0
46,9,4,100.0,0,37,54,0.0596417102371509,0.8382160220224508,0.4891396993648558,0.3920502441488909,1
50,7,3,59.95182715429429,1,46,320,0.29288920864000745,0.8511878944451416,0.5629126640394821,0.6838120429973847,1
40,11,1,64.08282125746761,0,42,873,0.15362364515563506,0.8879239663734767,0.4884928493828077,0.23972270950718744,1
59,13,2,91.29838481591594,1,71,485,0.2666633459456223,0.6206530548859969,0.38361731499603946,0.252267210266644,1
42,5,3,46.36731249397263,0,38,246,0.26009337937242566,0.8338664375712663,0.6433024874279767,0.03204686851513694,0
44,10,1,73.6767380738351,0,53,182,0.36377861328043437,0.7117928830783856,0.3227489090448281,0.5390567606126385,1
64,13,5,33.769016063044674,2,32,738,0.06793578679054518,0.5551516014881461,0.5366070489729139,0.18094089244261724,1
45,9,2,49.30748229280664,1,12,570,0.2526497308199097,0.7411828321333351,0.39126713147209646,0.7525310338149702,1
37,13,3,52.14884186406232,0,53,714,0.10630343157880418,0.5618915082483239,0.4916514253922963,0.13179852606082942,1
39,8,2,56.85244686595328,0,77,180,0.11053326112783138,0.8184924112742262,0.44030283112122315,0.11174735963098492,1
54,15,2,51.292027556825346,0,9,786,0.41830756653575324,0.6310943335382482,0.44122893925918427,0.35519238997926195,1
36,11,2,73.01474639294597,1,35,814,0.20804688177595185,0.8618631400959869,0.6110825318942672,0.3298965398089383,1
45,6,2,90.9976676688213,0,57,600,0.2196142965155297,0.8673317899970576,0.5201210293488104,0.20860675997947653,0
47,3,3,100.0,0,39,217,0.2671647278276874,0.892982273469493,0.5627175422263732,0.6200815175160973,0
53,10,4,54.55869910575099,1,62,520,0.21574265665667955,0.8338294348086586,0.39571359507655957,0.5593751892791398,1
49,12,4,80.92640750686208,0,9,347,0.17973227777334858,0.592892677544365,0.6639501487332621,0.29043415839306674,1
42,11,1,88.12756590032728,1,37,942,0.22276334072763165,0.7500442116221199,0.3629553077532047,0.9264911985729565,1
40,10,3,71.81383531360613,1,17,632,0.3369531201490642,0.5597468232244597,0.5344224570444817,0.36893660274372464,1
57,11,1,80.62736843404893,1,29,401,0.40804789071941755,0.9446250121285298,0.43187235671405766,0.890543884001598,1
52,12,0,76.90062873693007,1,28,697,0.22677254848816272,0.7327266452778887,0.4935191668494676,0.8319306324794946,1
57,13,2,76.87799114637596,1,15,647,0.27671161679201617,0.6844605935319378,0.4663331750601515,0.8222406015729723,1
51,9,2,58.95046107760103,0,87,886,0.2516488494891394,0.8526317413522331,0.578486837988241,0.4860004258098092,1
